title,url,title_length,word_count
Videos,https://www.moneycontrol.com/video-shows/,6,1
Opening & Closing Bell,https://www.moneycontrol.com/shows/markets-with-moneycontrol/,22,4
The Tenant,https://www.moneycontrol.com/shows/the-tenant/,10,2
Drive Report,https://www.moneycontrol.com/shows/drive-report/,12,2
Podcast on Demand,https://www.moneycontrol.com/news/tags/podcast.html,17,3
The Week on Dalal Street,https://www.moneycontrol.com/news/podcast/the-week-on-dalal-street,24,5
Market Minutes,https://www.moneycontrol.com/news/podcast/market-minutes,14,2
MC Special Podcast,https://www.moneycontrol.com/news/podcast/mc-special-podcast,18,3
Simply Save,https://www.moneycontrol.com/news/podcast/simply-save,11,2
Policy Talks,https://www.moneycontrol.com/news/podcast/policy-talks,12,2
Hindi,https://hindi.moneycontrol.com/tv/,5,1
Gujarati,https://gujarati.moneycontrol.com/tv/,8,1
Moneycontrol,https://www.moneycontrol.com,12,1
Invest in top cryptocurrencies all over the world,https://www.moneycontrol.com/msite/mudrex,49,8
Invest in Unlisted Shares,https://www.moneycontrol.com/msite/incred-money/,25,4
#MFSimplified,https://www.moneycontrol.com/msite/mc-explains-mutual-fund-simplified,13,1
#TheCryptoCapsuleSeries,https://www.moneycontrol.com/msite/binance,23,1
Get App,https://play.google.com/store/apps/details?id=com.divum.MoneyControl&referrer=utm_source%3Dgoogle_play%26utm_medium%3Dorganic%26utm_campaign%3Dgetappbanner_eng,7,2
Open in App,https://wz7ux.app.goo.gl/?link=https://www.moneycontrol.com/&utm_source=MC_OpeninApp&utm_medium=MC_WAP&utm_campaign=OpeninApp_Button&apn=com.divum.MoneyControl&ibi=com.moneycontrol.mc&isi=408654600,11,3
News on WhatsApp,https://wa.me/918375815914?text=I want to receive news updates on WhatsApp,16,3
Instant Cash up to 50 Lakhs,https://www.moneycontrolpay.com/?utm_source=headbands_web,27,6
"Zerodha to refund DP charges on transfer-in of stocks; will simplify investment and tax tracking, says Nithin Kamath",https://www.moneycontrol.com/news/business/personal-finance/zerodha-to-refund-dp-charges-on-transfer-in-of-stocks-will-simplify-investment-and-tax-tracking-says-nithin-kamath-13940406.html,116,18
"Cabinet clears Rs 10,000-crore package to stabilise ATF prices to shield airlines from crude shock",https://www.moneycontrol.com/news/business/cabinet-clear-rs-10-000-crore-package-to-stabilise-atf-prices-to-cushion-airlines-from-iran-war-price-shock-13940231.html,98,15
"SEBI flags Rs 15.15 lakh crore revenue misstatement in 5 Years, Interim order against Rajesh Exports",https://www.moneycontrol.com/news/business/markets/sebi-flags-rs-15-15-lakh-crore-revenue-misstatement-in-interim-order-against-rajesh-exports-13940424.html,100,16
Join Us on Telegram,https://t.me/moneycontrolcom,19,4
Live TV,https://m.moneycontrol.com/live_tv.php,7,2
Nifty 50,https://www.moneycontrol.com/indian-indices/nifty-50-9.html,8,2
Sensex,https://www.moneycontrol.com/indian-indices/sensex-4.html,6,1
MC INTERVIEW,https://www.moneycontrol.com/banking/sbi-will-take-the-lead-in-diversifying-liability-options-says-chairman-cs-setty-article-13940308.html,12,2
Zepto nears $1 billion quarterly net order value milestone ahead of IPO,https://www.moneycontrol.com/news/business/zepto-nears-1-billion-net-order-value-milestone-ahead-of-ipo-13940410.html,71,12
"ITC needs to increase cigarette costs by 35%, Motilal Oswal explains why",https://www.moneycontrol.com/news/business/markets/itc-needs-to-increase-cigarette-costs-by-35-motilal-oswal-explains-why-13940357.html,72,12
See More News,/news/,13,3
"Need to relook at liabilities, canât rely only on deposits, says SBI Chairman",https://www.moneycontrol.com/news/business/need-to-relook-at-liabilities-can-t-rely-only-on-deposits-says-sbi-chairman-13940524.html,79,13
SBI Chairman speaks exclusively to Moneycontrol,https://www.moneycontrol.com/news/videos/business/sbi-chairman-speaks-exclusively-to-moneycontrol-13940511.html,47,6
Trump Tariffs: U.S. Proposes Additional 12.5% Tariffs On India,https://www.moneycontrol.com/world/trump-tariffs-u-s-proposes-additional-12-5-tariffs-on-india-videoshow-13940515.html,62,9
Trump Says Iran Wants A Deal Despite Fresh US Strikes And Iranian Retaliation,https://www.moneycontrol.com/world/trump-says-iran-wants-a-deal-despite-fresh-us-strikes-and-iranian-retaliation-videoshow-13937766.html,77,13
"Trump Hits Pause On Iran Deal Again, Demands More Changes",https://www.moneycontrol.com/world/trump-hits-pause-on-iran-deal-again-demands-more-changes-videoshow-13937590.html,57,10
Anthropic brings Project Glasswing to India and 14 more countries with access to controversial Mythos AI model,https://www.moneycontrol.com/technology/anthropic-brings-project-glasswing-to-india-and-14-more-countries-with-access-to-controversial-mythos-ai-model-article-13940096.html,110,17
"Cabinet approves Rs 9,585 crore scheme to replace old trucks and buses in Delhi-NCR, auto industry welcomes move",https://www.moneycontrol.com/automobile/cabinet-approves-rs-9585-crore-scheme-to-replace-old-trucks-and-buses-in-delhi-ncr-auto-industry-welcomes-move-article-13940516.html,112,18
MC EXPLAINER,https://www.moneycontrol.com/news/india/bharatpe-flex-explained-how-the-new-credit-on-upi-product-lets-users-pay-first-and-settle-later-13940494.html,12,2
"Suryakumar Yadav to be axed as India's T20 captain; Iyer, Tilak Varma among top contenders to replace SKY: Source",https://www.moneycontrol.com/sports/cricket/suryakumar-yadav-to-be-axed-as-india-s-t20-captain-iyer-tilak-varma-among-top-contenders-to-replace-sky-source-article-13940474.html,113,19
"Bengaluru ORR flooding: Outer Ring Road Companies Association calls for corridor-wide drainage overhaul, real-time response system",https://www.moneycontrol.com/news/india/bengaluru-orr-flooding-outer-ring-road-companies-association-calls-for-corridor-wide-drainage-overhaul-real-time-response-system-13940452.html,130,16
Dhurandhar The Revenge lands 50 sponsors ahead of JioHotstar debut,https://www.moneycontrol.com/entertainment/dhurandhar-the-revenge-lands-50-sponsors-ahead-of-jiohotstar-debut-article-13940487.html,66,10
"'It's not over in Iran yet': Netanyahu says Israel, US ready for military action, leaves decision to Trump",https://www.moneycontrol.com/world/it-s-not-over-in-iran-yet-netanyahu-says-israel-us-ready-for-military-action-leaves-decision-to-trump-article-13940481.html,106,18
More News,#keynwstb1_in_focus,9,2
Recent News,#keynwstb2_in_the_news,11,2
India eyes $2 billion tactical drone procurement in major military push: Report,https://www.moneycontrol.com/defence/india-eyes-2-billion-tactical-drone-procurement-in-major-military-push-report-article-13940139.html,79,12
New Bengal LoP and leader of the rebel camp: Who is Ritabrata Banerjee?,https://www.moneycontrol.com/news/india/new-bengal-lop-and-leader-of-the-rebel-camp-who-is-ritabrata-banerjee-13940422.html,71,13
"SpaceX, OpenAI and Anthropic IPOs are coming: Can Indian investors participate?",https://www.moneycontrol.com/news/business/personal-finance/spacex-openai-and-anthropic-ipos-are-coming-can-indian-investors-participate-13939808.html,79,11
"RBI denies selling gold, says holdings unchanged at 880.52 tonnes",https://www.moneycontrol.com/news/business/economy/rbi-rejects-report-of-gold-sale-says-physical-stock-remains-unchanged-at-880-52-tonnes-13939739.html,65,10
"While large-cap and flexi-cap funds faltered, this category surged 9% in last 3 months",https://www.moneycontrol.com/news/business/personal-finance/while-large-cap-and-flexi-cap-funds-faltered-this-category-surged-9-in-last-3-months-13940150.html,86,14
21 killed in Delhi's Malviya Nagar hotel fire; several foreign nationals among dead,https://www.moneycontrol.com/city/delhi-restaurant-fire-kills-10-as-massive-blaze-engulfs-multi-storey-building-in-malviya-nagar-article-13939687.html,83,13
More News,#keynwstb1,9,2
Recent News,#keynwstb2,11,2
Vance or Rubio? Trump drops his biggest clue yet about who could lead Republicans after him,https://www.moneycontrol.com/world/vance-or-rubio-trump-drops-his-biggest-clue-yet-about-who-could-lead-republicans-after-him-article-13940463.html,91,16
TCS shares slide to 6-year low after 9% crash; what lies ahead?,https://www.moneycontrol.com/news/business/markets/tcs-shares-slide-to-6-year-low-after-9-crash-what-lies-ahead-13940159.html,63,12
S&P 500 falls as deadly US-Iran flareup threatens peace hopes,https://www.moneycontrol.com/news/business/markets/s-p-500-falls-as-deadly-us-iran-flareup-threatens-peace-hopes-13940428.html,61,10
US proposes 12.5% 'forced labour' tariff on India while others face 10%: Why New Delhi is in higher bracket,https://www.moneycontrol.com/world/us-proposes-12-5-forced-labour-tariff-on-india-while-others-face-10-why-new-delhi-is-in-higher-bracket-explained-article-13939991.html,107,19
US-India trade deal 99% complete; Sergio Gor to meet Goyal tomorrow as both sides work through final 1% technical hurdles,https://www.moneycontrol.com/news/business/markets/us-india-trade-deal-99-complete-sergio-gor-to-meet-goyal-tomorrow-as-both-sides-work-through-final-1-technical-hurdles-13940193.html,121,20
"Before cashing out your EPF, understand these important tax consequences",https://www.moneycontrol.com/news/business/personal-finance/before-cashing-out-your-epf-understand-these-important-tax-consequences-13940339.html,72,10
"TCS, Infosys, Wipro took over 300,000 Microsoft Copilot licences in 6 months",https://www.moneycontrol.com/news/business/information-technology/tcs-infosys-wipro-took-over-300-000-microsoft-copilot-licences-in-6-months-13939791.html,76,12
T Gnanasekar,http://www.moneycontrol.com/gamechangers/tgnanasekar?utm_source=bottomfive,12,2
Gujarat to set up separate Service Commissionerate; minister says first such move in country,https://www.moneycontrol.com/news/india/gujarat-to-set-up-separate-service-commissionerate-minister-says-first-such-move-in-country-13940548.html,92,14
Coal block 'scam': Delhi court discharges Hindalco,https://www.moneycontrol.com/news/business/coal-block-scam-delhi-court-discharges-hindalco-13940547.html,50,7
Suzlon to diversify beyond wind; pump Rs 500 cr in new arm this fiscal,https://www.moneycontrol.com/news/business/suzlon-to-diversify-beyond-wind-pump-rs-500-cr-in-new-arm-this-fiscal-13940546.html,70,14
WHO says Ebola response catching up as confirmed DRC cases hit 344,https://www.moneycontrol.com/world/who-says-ebola-response-catching-up-as-confirmed-drc-cases-hit-344-article-13940544.html,66,12
Oshea Herbals sets Rs 650 crore target amid expansion push,https://www.moneycontrol.com/news/business/oshea-herbals-sets-rs-650-crore-target-amid-expansion-push-13940534.html,58,10
Owner of Malviya Nagar hotel arrested hours after devastating fire kills 21,https://www.moneycontrol.com/city/owner-of-malviya-nagar-hotel-arrested-hours-after-devastating-fire-kills-21-article-13940539.html,75,12
"Niharika Chouksey breaks silence on Tumm Se Tumm Tak exit rumours, says âI am not going anywhereâ",https://www.moneycontrol.com/entertainment/niharika-chouksey-breaks-silence-on-tumm-se-tumm-tak-exit-rumours-says-i-am-not-going-anywhere-article-13940538.html,101,17
"California bank hostage standoff ends after 15 hours; FBI shoots suspect, hostages safe",https://www.moneycontrol.com/world/california-bank-hostage-standoff-ends-after-15-hours-fbi-shoots-suspect-hostages-safe-article-13940535.html,87,13
"Free bus passes for students, private employment exchange: Shivakumar's first Cabinet decisions as Karnataka CM",https://www.moneycontrol.com/news/india/free-bus-passes-for-students-private-employment-exchange-shivakumar-s-first-cabinet-decisions-as-karnataka-cm-13940527.html,111,15
Nine residential societies in Ahmedabad affected with contaminated water; 50 fall ill,https://www.moneycontrol.com/city/nine-residential-societies-in-ahmedabad-affected-with-contaminated-water-50-fall-ill-article-13940525.html,85,12
"Peddi Twitter Review: Ram Charan's performance wins hearts; netizens hail powerful interval, electrifying cricket sequences",https://www.moneycontrol.com/entertainment/peddi-twitter-review-ram-charan-s-performance-wins-hearts-netizens-hail-powerful-interval-electrifying-cricket-sequences-article-13940521.html,123,15
UP Cabinet approves amendments to Semiconductor Policy 2024,https://www.moneycontrol.com/news/india/up-cabinet-approves-amendments-to-semiconductor-policy-2024-13940520.html,59,8
Ethiopian Wolf: Africaâs most endangered wolf that eats flower,https://www.moneycontrol.com/science/ethiopian-wolf-africas-most-endangered-wolf-that-eats-flower-visual-story-3690466.html,64,9
Smooth-coated Otter: Meet endangered otter species of India,https://www.moneycontrol.com/science/smooth-coated-otter-meet-one-of-the-endagered-otter-species-of-india-2-visual-story-3685835.html,59,8
World Fish Migration Day 2026: 8 fishes migrate to India in Summers,https://www.moneycontrol.com/science/world-fish-migration-day-2026-8-fishes-migrate-to-india-in-summers-visual-story-3680964.html,67,12
World Bee Day 2026: Meet 10 most poisonous bees of India!,https://www.moneycontrol.com/science/world-bee-day-2026-meet-10-most-poisonous-bees-of-india-visual-story-3678079.html,57,11
Meet White-tailed Ptarmigan: This bird can change its colour seasonally!,https://www.moneycontrol.com/science/meet-white-tailed-ptarmigan-this-0-5-kg-bird-change-its-colour-according-to-seasons-visual-story-3677911.html,72,10
Endangered Species Day 2026: Meet 10 endangered animals of India fighting for survival,https://www.moneycontrol.com/science/endangered-species-day-2026-meet-10-endangered-animals-of-india-fighting-for-survival-visual-story-3672692.html,86,13
Markets end on weak note amid FII selling; rupee extends gains,https://www.moneycontrol.com/news/photos/business/markets/markets-end-on-weak-note-amid-fii-selling-rupee-extends-gains-13936185.html,62,11
Rishabh Pant's IPL contract 5x more than total prize pool of PSL 2026,https://www.moneycontrol.com/sports/cricket/rishabh-pant-s-ipl-contract-5x-more-than-total-prize-pool-of-psl-2026-photo-gallery-13908385.html,69,13
"Markets fall for fifth straight week, longest losing streak since August 2025; Rupee at record low",https://www.moneycontrol.com/news/photos/business/markets/markets-fall-for-fifth-straight-week-longest-losing-streak-since-august-2025-rupee-at-record-low-13873081.html,98,16
Benchmarks flat in volatile week; rupee weakens against dollar,https://www.moneycontrol.com/news/photos/business/markets/benchmarks-flat-in-volatile-week-rupee-weakens-against-dollar-13776595.html,62,9
Team India's probable playing 11 for T20 World Cup 2026,https://www.moneycontrol.com/sports/cricket/team-india-s-probable-playing-11-for-t20-world-cup-2026-photo-gallery-13737108.html,55,10
Lionel Messi visits wildlife conservation centre Vantara in Jamnagar | In Pictures,https://www.moneycontrol.com/news/photos/india/lionel-messi-s-visit-to-vantara-wildlife-centre-in-pictures-13728705.html,82,12
Market climbs to fresh high amid volatility; rupee at record low,https://www.moneycontrol.com/news/photos/business/markets/market-climbs-to-fresh-high-amid-volatility-rupee-at-record-low-13713427.html,64,11
Modiâs handcrafted diplomacy: Special gifts presented to President Putin | See pics,https://www.moneycontrol.com/world/modi-s-handcrafted-diplomacy-six-special-gifts-presented-to-president-putin-see-pics-photo-gallery-13713276.html,85,12
